;; -*- coding: utf-8 -*--
a-ba-ga-qi-wei-dang-xiao 阿巴嘎旗委党校
jian-dong-zhi-ye-ji-shu-xue-yuan 建东职业技术学院
jian-feng-zhi-ye-ji-shu-xue-yuan 建峰职业技术学院
jian-gong-xue-yuan 建工学院
jian-hu-xian-wei-dang-xiao 建湖县委党校
jian-li-xian-xing-zheng-xue-xiao 监利县行政学校
jian-ning-xian-wei-dang-xiao 建宁县委党校
jian-ping-guang-bo-dian-shi-da-xue 建平广播电视大学
jian-she-gan-bu-xue-yuan 建设干部学院
jian-she-jie-she-wai-jing-ji-xue-yuan 建设街涉外经济学院
jian-she-zhen-lao-nian-xue-xiao 建设镇老年学校
jian-she-zhi-gong-da-xue 建设职工大学
jian-xiong-zhi-ye-ji-shu-xue-yuan 健雄职业技术学院
jian-yang-shi-wei-dang-xiao 建阳市委党校
jian-yang-shi-wei-dang-xiao 简阳市委党校
jian-ye-dian-da 建邺电大
jian-zhu-gong-cheng-xue-yuan 建筑工程学院
jian-zhu-yu-cheng-shi-gui-hua-xue-yuan 建筑与城市规划学院
jiang-bei-qu-wei-dang-xiao 江北区委党校
jiang-bei-qu-xing-zheng-xue-xiao 江北区行政学校
jiang-dian-wu-qi-da-xue 江店五七大学
jiang-hai-xue-yuan 江海学院
jiang-han-da-xue 江汉大学
jiang-han-qu-xing-zheng-xue-xiao 江汉区行政学校
jiang-han-yi-shu-zhi-ye-xue-yuan 江汉艺术职业学院
jiang-jin-guang-bo-dian-shi-da-xue 江津广播电视大学
jiang-jin-qu-wei-dang-xiao 江津区委党校
jiang-kou-zhen-wei-dang-xiao 江口镇委党校
jiang-le-xian-wei-dang-xiao 将乐县委党校
jiang-men-da-xue 江门大学
jiang-men-dian-shi-da-xue 江门电视大学
jiang-men-shi-wei-dang-xiao 江门市委党校
jiang-nan-cai-jing-guan-li-gan-bu-xue-yuan 江南财经管理干部学院
jiang-nan-da-xue 江南大学
jiang-nan-li-gong-xue-yuan 江南理工学院
jiang-nan-ying-shi-yi-shu-xue-yuan 江南影视艺术学院
jiang-nan-ying-shi-yi-shu-zhi-ye-xue-yuan 江南影视艺术职业学院
jiang-nan-zao-chuan-gong-si-zheng-zhi-xue-xiao 江南造船公司政治学校
jiang-ning-jie-dao-lao-nian-da-xue 江宁街道老年大学
jiang-su-cai-jing-zhi-ye-ji-shu-xue-yuan 江苏财经职业技术学院
jiang-su-cheng-shi-zhi-ye-xue-yuan 江苏城市职业学院
jiang-su-da-xue 江苏大学
jiang-su-dian-da 江苏电大
jiang-su-dian-li-zhi-gong-da-xue 江苏电力职工大学
jiang-su-dian-shi-da-xue 江苏电视大学
jiang-su-gong-an-guan-li-gan-bu-xue-yuan 江苏公安管理干部学院
jiang-su-gong-ye-xue-yuan 江苏工业学院
jiang-su-gong-ye-xue-yuan-huai-de-xue-yuan 江苏工业学院怀德学院
jiang-su-guang-bo-dian-shi-da-xue 江苏广播电视大学
jiang-su-hai-shi-zhi-ye-ji-shu-xue-yuan 江苏海事职业技术学院
jiang-su-ji-shu-shi-fan-xue-yuan 江苏技术师范学院
jiang-su-ji-xie-dian-zi-gong-cheng-shi-jin-xiu-da-xue 江苏机械电子工程师进修大学
jiang-su-jiao-yu-xue-yuan 江苏教育学院
jiang-su-jiao-yu-xue-yuan-jiang-yin-xue-yuan 江苏教育学院江阴学院
jiang-su-jiao-yu-xue-yuan-yi-xing-xue-yuan 江苏教育学院宜兴学院
jiang-su-jing-mao-zhi-ye-ji-shu-xue-yuan 江苏经贸职业技术学院
jiang-su-jiu-san-ke-ji-zhuan-xiu-xue-yuan 江苏九三科技专修学院
jiang-su-ke-ji-da-xue 江苏科技大学
jiang-su-ke-ji-jin-xiu-xue-yuan 江苏科技进修学院
jiang-su-lian-he-zhi-ye-ji-shu-xue-yuan 江苏联合职业技术学院
jiang-su-lu-jie-dao-lao-nian-xue-xiao 江苏路街道老年学校
jiang-su-mu-yi-xue-yuan 江苏牧医学院
jiang-su-nong-lin-zhi-ye-ji-shu-xue-yuan 江苏农林职业技术学院
jiang-su-she-ke-jin-xiu-da-xue 江苏社科进修大学
jiang-su-sheng-bo-ya-jin-xiu-xue-yuan 江苏省博雅进修学院
jiang-su-sheng-ce-hui-gong-cheng-xue-yuan 江苏省测绘工程学院
jiang-su-sheng-gong-ye-xue-yuan 江苏省工业学院
jiang-su-sheng-guang-bo-dian-shi-da-xue 江苏省广播电视大学
jiang-su-sheng-jian-cha-guan-pei-xun-xue-yuan 江苏省检察官培训学院
jiang-su-sheng-jian-zhu-zhi-gong-da-xue 江苏省建筑职工大学
jiang-su-sheng-jiao-tong-ji-shi-xue-yuan 江苏省交通技师学院
jiang-su-sheng-jiao-yu-xue-yuan 江苏省教育学院
jiang-su-sheng-jing-guan-xue-yuan 江苏省警官学院
jiang-su-sheng-ke-ji-gan-bu-jin-xiu-xue-yuan 江苏省科技干部进修学院
jiang-su-sheng-kong-zhong-lao-nian-da-xue 江苏省空中老年大学
jiang-su-sheng-lao-nian-da-xue 江苏省老年大学
jiang-su-sheng-li-gong-da-xue 江苏省理工大学
jiang-su-sheng-peng-ren-xue-yuan 江苏省烹饪学院
jiang-su-sheng-qing-nian-guan-li-gan-bu-xue-yuan 江苏省青年管理干部学院
jiang-su-sheng-shang-ye-guan-li-gan-bu-xue-yuan 江苏省商业管理干部学院
jiang-su-sheng-she-hui-zhu-yi-xue-yuan 江苏省社会主义学院
jiang-su-sheng-sheng-ji-ji-guan-guan-li-gan-bu-xue-xiao 江苏省省级机关管理干部学校
jiang-su-sheng-su-bei-ren-cai-zhuan-xiu-xue-yuan 江苏省苏北人才专修学院
jiang-su-sheng-su-qian-ji-shi-xue-yuan 江苏省宿迁技师学院
jiang-su-sheng-wai-guo-yu-xue-xiao 江苏省外国语学校
jiang-su-sheng-wei-dang-xiao-gan-bu-han-shou-xue-yuan 江苏省委党校干部函授学院
jiang-su-sheng-xi-ju-xue-yuan 江苏省戏剧学院
jiang-su-sheng-xin-xi-zhi-ye-ji-shu-xue-yuan 江苏省信息职业技术学院
jiang-su-sheng-xing-zheng-xue-yuan 江苏省行政学院
jiang-su-shi-pin-zhi-ye-ji-shu-xue-yuan 江苏食品职业技术学院
jiang-su-shi-you-hua-gong-xue-yuan 江苏石油化工学院
jiang-su-xin-xi-xue-yuan 江苏信息学院
jiang-su-xu-mu-shou-yi-zhi-ye-ji-shu-xue-yuan 江苏畜牧兽医职业技术学院
jiang-su-yi-xian-jin-xiu-xue-yuan 江苏逸仙进修学院
jiang-su-zhi-gong-yi-ke-da-xue 江苏职工医科大学
jiang-su-zhong-hua-wen-hua-xue-yuan 江苏中华文化学院
jiang-wan-zhen-lao-nian-xue-xiao 江湾镇老年学校
jiang-xi-cai-jing-da-xue 江西财经大学
jiang-xi-chang-jiang-jin-xiu-xue-yuan 江西长江进修学院
jiang-xi-cheng-shi-zhi-ye-xue-yuan 江西城市职业学院
jiang-xi-cheng-xin-fu-shi-da-xue 江西诚信服饰大学
jiang-xi-da-yu-zhi-ye-ji-shu-xue-yuan 江西大宇职业技术学院
jiang-xi-dian-li-zhi-ye-ji-shu-xue-yuan 江西电力职业技术学院
jiang-xi-feng-lin-xue-yuan 江西枫林学院
jiang-xi-fu-zhuang-zhi-ye-ji-shu-xue-yuan 江西服装职业技术学院
jiang-xi-gan-xi-xue-yuan 江西赣西学院
jiang-xi-gong-an-gao-deng-zhuan-ke-xue-xiao 江西公安高等专科学校
jiang-xi-gong-an-zhuan-ke-xue-xiao 江西公安专科学校
jiang-xi-gong-cheng-zhi-ye-xue-yuan 江西工程职业学院
jiang-xi-gong-mao-lv-you-xue-yuan 江西工贸旅游学院
jiang-xi-gong-ye-gong-cheng-zhi-ye-ji-shu-xue-yuan 江西工业工程职业技术学院
jiang-xi-gong-ye-mao-yi-zhi-ye-ji-shu-xue-yuan 江西工业贸易职业技术学院
jiang-xi-gong-ye-zhi-ye-ji-shu-xue-yuan 江西工业职业技术学院
jiang-xi-guang-bo-dian-shi-da-xue 江西广播电视大学
jiang-xi-hang-kong-zhi-ye-ji-shu-xue-yuan 江西航空职业技术学院
jiang-xi-hu-li-zhi-ye-ji-shu-xue-yuan 江西护理职业技术学院
jiang-xi-hua-qiao-zhuan-xiu-xue-yuan 江西华侨专修学院
jiang-xi-ji-dian-zhi-ye-ji-shu-xue-yuan 江西机电职业技术学院
jiang-xi-ji-xie-gong-ye-da-xue 江西机械工业大学
jiang-xi-jian-she-zhi-ye-ji-shu-xue-yuan 江西建设职业技术学院
jiang-xi-jiao-tong-zhi-ye-ji-shu-xue-yuan 江西交通职业技术学院
jiang-xi-jiao-yu-xue-yuan 江西教育学院
jiang-xi-jing-ji-guan-li-gan-bu-xue-yuan 江西经济管理干部学院
jiang-xi-jing-ji-guan-li-zhi-ye-xue-yuan 江西经济管理职业学院
jiang-xi-jing-jiu-lv-you-xue-yuan 江西京九旅游学院
jiang-xi-ke-ji-shi-fan-xue-yuan 江西科技师范学院
jiang-xi-ke-ji-shi-fan-xue-yuan-ji-xu-jiao-yu-xue-yuan 江西科技师范学院继续教育学院
jiang-xi-ke-ji-wai-yu-xue-yuan 江西科技外语学院
jiang-xi-li-gong-da-xue 江西理工大学
jiang-xi-li-ren-mei-rong-yi-shu-xue-yuan 江西丽人美容艺术学院
jiang-xi-lu-ling-xue-yuan 江西庐陵学院
jiang-xi-lv-you-shang-mao-zhi-ye-xue-yuan 江西旅游商贸职业学院
jiang-xi-mei-shu-zhuan-xiu-xue-yuan 江西美术专修学院
jiang-xi-nong-ye-da-xue 江西农业大学
jiang-xi-nong-ye-gong-cheng-zhi-ye-xue-yuan 江西农业工程职业学院
jiang-xi-nv-zi-zhuan-xiu-xue-yuan 江西女子专修学院
jiang-xi-qing-lin-xue-yuan 江西清林学院
jiang-xi-qing-nian-zhi-ye-xue-yuan 江西青年职业学院
jiang-xi-sheng-dian-zi-xin-xi-ji-shu-xue-yuan 江西省电子信息技术学院
jiang-xi-sheng-hua-gong-ji-shu-xue-yuan 江西省化工技术学院
jiang-xi-sheng-ji-suan-ji-pei-xun-xue-yuan 江西省计算机培训学院
jiang-xi-sheng-jian-zhu-gong-cheng-ji-shu-xue-yuan 江西省建筑工程技术学院
jiang-xi-sheng-lao-tong-zhi-da-xue 江西省老同志大学
jiang-xi-sheng-nong-cun-zhi-fu-ji-shu-han-shou-da-xue 江西省农村致福技术函授大学
jiang-xi-sheng-she-hui-zhu-yi-xue-yuan 江西省社会主义学院
jiang-xi-sheng-wei-dang-xiao 江西省委党校
jiang-xi-sheng-wu-ke-ji-zhi-ye-xue-yuan 江西生物科技职业学院
jiang-xi-sheng-xin-wen-chu-ban-xue-xiao 江西省新闻出版学校
jiang-xi-sheng-zheng-fa-gan-bu-xue-xiao 江西省政法干部学校
jiang-xi-sheng-zhi-gong-wei-dang-xiao 江西省直工委党校
jiang-xi-shi-fan-da-xue 江西师范大学
jiang-xi-si-fa-jing-guan-zhi-ye-xue-yuan 江西司法警官职业学院
jiang-xi-tai-hao-dong-man-zhi-ye-xue-yuan 江西泰豪动漫职业学院
jiang-xi-tao-ci-gong-yi-mei-shu-zhi-ye-ji-shu-xue-yuan 江西陶瓷工艺美术职业技术学院
jiang-xi-tian-gong-ke-ji-xue-yuan 江西天工科技学院
jiang-xi-wai-jing-mao-zhuan-xiu-xue-yuan 江西外经贸专修学院
jiang-xi-wai-mao-xue-yuan 江西外贸学院
jiang-xi-wai-yu-wai-mao-zhi-ye-xue-yuan 江西外语外贸职业学院
jiang-xi-xian-feng-ruan-jian-zhi-ye-ji-shu-xue-yuan 江西先锋软件职业技术学院
jiang-xi-xin-ke-zhuan-xiu-xue-yuan 江西新科专修学院
jiang-xi-xin-wen-chu-ban-xue-yuan 江西新闻出版学院
jiang-xi-xin-xi-ji-shu-zhuan-xiu-xue-yuan 江西信息技术专修学院
jiang-xi-xing-zheng-guan-li-gan-bu-xue-yuan 江西行政管理干部学院
jiang-xi-xing-zheng-xue-yuan 江西行政学院
jiang-xi-yi-shu-she-ji-zhuan-xiu-xue-yuan 江西艺术设计专修学院
jiang-xi-yi-shu-zhi-ye-xue-yuan 江西艺术职业学院
jiang-xi-ying-yong-gong-cheng-zhi-ye-xue-yuan 江西应用工程职业学院
jiang-xi-ying-yong-ji-shu-xue-yuan 江西应用技术学院
jiang-xi-ying-yong-ji-shu-zhi-ye-xue-yuan 江西应用技术职业学院
jiang-xi-yu-cai-ji-shu-xue-yuan 江西育才技术学院
jiang-xi-yu-zhang-zhuan-xiu-xue-yuan 江西豫章专修学院
jiang-xi-yu-zhou-ke-ji-xue-yuan 江西渝州科技学院
jiang-xi-yu-zhou-ke-ji-zhi-ye-xue-yuan 江西渝州科技职业学院
jiang-xi-zhi-zao-zhi-ye-ji-shu-xue-yuan 江西制造职业技术学院
jiang-xi-zhong-hua-wen-hua-xue-yuan 江西中华文化学院
jiang-xi-zhong-yi-xue-yuan 江西中医学院
jiang-xi-zhong-yi-xue-yuan-ke-ji-xue-yuan 江西中医学院科技学院
jiang-xi-zhong-yi-yao-gao-deng-zhuan-ke-xue-xiao 江西中医药高等专科学校
jiang-xia-xue-yuan 江夏学院
jiang-yan-dian-da 姜堰电大
jiang-yan-shi-wei-dang-xiao 姜堰市委党校
jiang-yin-shi-cheng-jiang-zhen-wei-yuan-hui-dang-xiao 江阴市澄江镇委员会党校
jiang-yin-shi-gu-shan-zhen-wei-yuan-hui-dang-xiao 江阴市顾山镇委员会党校
jiang-yin-shi-wei-dang-xiao 江阴市委党校
jiang-yin-shi-yue-cheng-zhen-wei-yuan-hui-dang-xiao 江阴市月城镇委员会党校
jiang-yin-zhi-ye-ji-shu-xue-yuan 江阴职业技术学院
jiang-yin-zhi-ye-ji-shu-xue-yuan-cheng-ren-jiao-yu-xue-yuan 江阴职业技术学院成人教育学院
jiang-you-gong-ye-xue-xiao 江油工业学校
jiao-cheng-qu-xing-zheng-gan-bu-xue-xiao 蕉城区行政干部学校
jiao-he-guang-bo-dian-shi-da-xue 蛟河广播电视大学
jiao-he-shi-wei-dang-xiao 蛟河市委党校
jiao-ling-xian-guang-bo-dian-shi-da-xue 蕉岭县广播电视大学
jiao-nan-dian-da 胶南电大
jiao-nan-shi-wei-dang-xiao 胶南市委党校
jiao-nan-shi-xing-zheng-xue-xiao 胶南市行政学校
jiao-shi-jin-xiu-da-xue 教师进修大学
jiao-shi-jin-xiu-xue-xiao 教师进修学校
jiao-shi-jin-xiu-xue-yuan 教师进修学院
jiao-tong-da-xue 交通大学
jiao-tong-ji-shi-xue-yuan 交通技师学院
jiao-yu-xue-yuan 教育学院
jiao-zhou-shi-wei-dang-xiao 胶州市委党校
jiao-zuo-da-xue 焦作大学
jiao-zuo-dian-da 焦作电大
jiao-zuo-shi-she-hui-zhu-yi-xue-yuan 焦作市社会主义学院
jiao-zuo-shi-wei-dang-xiao 焦作市委党校
jiao-zuo-shi-xing-zheng-xue-yuan 焦作市行政学院
jiao-zuo-zhi-gong-yi-xue-yuan 焦作职工医学院
jie-yang-shi-guang-bo-dian-shi-da-xue 揭阳市广播电视大学
jie-yang-shi-she-hui-zhu-yi-xue-yuan 揭阳市社会主义学院
jie-yang-shi-wei-dang-xiao 揭阳市委党校
jie-yang-shi-xing-zheng-xue-yuan 揭阳市行政学院
jie-yang-xue-yuan 揭阳学院
jin-chang-shi-wei-dang-xiao 金昌市委党校
jin-chang-shi-xing-zheng-xue-yuan 金昌市行政学院
jin-cheng-jiang-qu-wei-dang-xiao 金城江区委党校
jin-cheng-shi-guang-bo-dian-shi-zhi-gong-da-xue 晋城市广播电视职工大学
jin-cheng-shi-wei-dang-xiao 晋城市委党校
jin-cheng-zhi-ye-ji-shu-xue-yuan 晋城职业技术学院
jin-chi-wu-dao-xue-yuan 金池舞蹈学院
jin-chuan-xian-dang-xiao 金川县党校
jin-gu-jin-xiu-xue-yuan 津沽进修学院
jin-hu-xian-wei-dang-xiao 金湖县委党校
jin-hua-guang-bo-dian-shi-da-xue 金华广播电视大学
jin-hua-jiao-yu-xue-yuan 金华教育学院
jin-hua-li-gong-xue-yuan 金华理工学院
jin-hua-shi-she-hui-zhu-yi-xue-yuan 金华市社会主义学院
jin-hua-shi-wei-dang-xiao 金华市委党校
jin-hua-shi-xing-zheng-xue-yuan 金华市行政学院
jin-hua-zhi-ye-ji-shu-xue-yuan 金华职业技术学院
jin-hui-da-xue 浸会大学
jin-hui-zhen-lao-nian-xue-xiao 金汇镇老年学校
jin-jiang-dian-da 晋江电大
jin-jiang-shi-wei-dang-xiao 晋江市委党校
jin-ling-dong-lu-jie-dao-lao-nian-xue-xiao 金陵东路街道老年学校
jin-ling-lv-guan-guan-li-gan-bu-xue-yuan 金陵旅馆管理干部学院
jin-ling-lv-guan-guan-li-xue-yuan 金陵旅馆管理学院
jin-ling-mei-shu-zhuan-xiu-xue-yuan 金陵美术专修学院
jin-ling-xie-he-shen-xue-yuan 金陵协和神学院
jin-ling-zhi-ye-jin-xiu-xue-yuan 金陵职业进修学院
jin-nan-qu-dang-xiao 津南区党校
jin-pen-shan-lao-dong-da-xue 金盆山劳动大学
jin-qiao-zhen-lao-nian-xue-xiao 金桥镇老年学校
jin-rong-zhi-ye-xue-yuan 金融职业学院
jin-shan-dian-shi-da-xue 锦山电视大学
jin-shan-qu-wei-dang-xiao 金山区委党校
jin-shan-she-qu-xue-yuan 金山社区学院
jin-shan-xue-yuan 金山学院
jin-tai-qu-wei-dang-xiao 金台区委党校
jin-tan-shi-guang-bo-dian-shi-da-xue 金坛市广播电视大学
jin-tan-shi-wei-dang-xiao 金坛市委党校
jin-tang-xian-lao-nian-da-xue 金堂县老年大学
jin-xiang-zhen-wei-dang-xiao 金乡镇委党校
jin-xin-hui-shen-xue-yuan 浸信会神学院
jin-zhong-shi-she-hui-zhu-yi-xue-yuan 晋中市社会主义学院
jin-zhong-shi-wei-dang-xiao 晋中市委党校
jin-zhong-shi-xing-zheng-xue-yuan 晋中市行政学院
jin-zhong-xue-yuan 晋中学院
jin-zhou-dian-li-gong-ye-xue-xiao 锦州电力工业学校
jin-zhou-dian-shi-da-xue 锦州电视大学
jin-zhou-shi-fan-gao-deng-zhuan-ke-xue-xiao 锦州师范高等专科学校
jin-zhou-tie-lu-yun-shu-xue-xiao 锦州铁路运输学校
jin-zhou-xing-zheng-xue-yuan 锦州行政学院
jin-zhou-yi-xue-yuan-xu-mu-shou-yi-xue-yuan 锦州医学院畜牧兽医学院
jing-an-qu-wei-dang-xiao 静安区委党校
jing-an-qu-xing-zheng-xue-yuan 静安区行政学院
jing-an-si-jie-dao-lao-nian-xue-xiao 静安寺街道老年学校
jing-bian-dian-da 靖边电大
jing-chu-li-gong-xue-yuan 荆楚理工学院
jing-de-zhen-gao-deng-zhuan-ke-xue-xiao 景德镇高等专科学校
jing-de-zhen-shi-wei-dang-xiao 景德镇市委党校
jing-de-zhen-tao-ci-xue-yuan 景德镇陶瓷学院
jing-de-zhen-tao-ci-xue-yuan-ke-ji-yi-shu-xue-yuan 景德镇陶瓷学院科技艺术学院
jing-du-wei-wei-guo-ji-mei-rong-xue-yuan 京都薇薇国际美容学院
jing-gang-shan-da-xue 井冈山大学
jing-gang-shan-gan-bu-xue-yuan 井冈山干部学院
jing-guan-xue-xiao 警官学校
jing-hai-xian-wei-dang-xiao 静海县委党校
jing-hong-shi-wei-dang-xiao 景洪市委党校
jing-hua-mei-rong-mei-fa-pei-xun-xue-yuan 景华美容美发培训学院
jing-hua-yi-ke-da-xue 京华医科大学
jing-ji-guan-li-gan-bu-xue-yuan 经济管理干部学院
jing-jiang-shi-wei-dang-xiao 靖江市委党校
jing-jiang-shi-xing-zheng-xue-xiao 靖江市行政学校
jing-men-shi-dang-xiao 荆门市党校
jing-men-shi-she-hui-zhu-yi-xue-yuan 荆门市社会主义学院
jing-men-shi-xing-zheng-xue-yuan 荆门市行政学院
jing-nan-nv-zi-zhuan-xiu-xue-yuan 竞男女子专修学院
jing-qiao-da-xue 京桥大学
jing-shan-xian-xing-zheng-xue-xiao 京山县行政学校
jing-xi-da-xue 京西大学
jing-yang-xian-wei-dang-xiao 泾阳县委党校
jing-yuan-xian-wei-yuan-hui-dang-xiao 泾源县委员会党校
jing-yuan-xian-xing-zheng-xue-xiao 泾源县行政学校
jing-zhou-ji-shi-xue-yuan 荆州技师学院
jing-zhou-jiao-yu-xue-yuan 荆州教育学院
jing-zhou-ren-min-jing-cha-xue-xiao 荆州人民警察学校
jing-zhou-shi-dian-da 荆州市电大
jing-zhou-shi-jing-zhou-dian-da 荆州市荆州电大
jing-zhou-shi-jing-zhou-qu-xing-zheng-xue-xiao 荆州市荆州区行政学校
jing-zhou-shi-xing-zheng-xue-yuan 荆州市行政学院
jing-zhou-shi-zhong-shan-dian-nao-zhuan-xiu-xue-yuan 荆州市中山电脑专修学院
jing-zhou-xian-wei-dang-xiao 靖州县委党校
jing-zhou-zhi-ye-ji-shu-xue-yuan 荆州职业技术学院
jiu-jiang-guang-bo-dian-shi-da-xue 九江广播电视大学
jiu-jiang-kai-fa-qu-wei-dang-xiao 九江开发区委党校
jiu-jiang-shi-wei-dang-xiao 九江市委党校
jiu-jiang-shi-zhi-shu-ji-guan-dang-xiao 九江市直属机关党校
jiu-jiang-shi-zhi-ye-ji-shu-xue-yuan 九江市职业技术学院
jiu-jiang-xian-wei-dang-xiao 九江县委党校
jiu-jiang-xue-yuan 九江学院
jiu-jiang-xue-yuan-hu-li-xue-yuan 九江学院护理学院
jiu-jiang-xue-yuan-yi-xue-yuan 九江学院医学院
jiu-jiang-zhi-ye-da-xue 九江职业大学
jiu-long-hu-zhen-wei-dang-xiao 九龙湖镇委党校
jiu-long-po-qu-wei-dang-xiao 九龙坡区委党校
jiu-long-po-qu-xing-zheng-xue-xiao 九龙坡区行政学校
jiu-quan-dian-da 酒泉电大
jiu-quan-shi-she-hui-zhu-yi-xue-yuan 酒泉市社会主义学院
jiu-quan-shi-su-zhou-qu-wei-dang-xiao 酒泉市肃州区委党校
jiu-quan-shi-wei-dang-xiao 酒泉市委党校
jiu-quan-shi-xing-zheng-xue-yuan 酒泉市行政学院
jiu-quan-zhi-ye-ji-shu-xue-yuan 酒泉职业技术学院
jiu-san-wei-zhu-ban-fu-xin-jin-xiu-xue-yuan 九三委主办复新进修学院
jiu-yuan-qu-jiao-shi-jin-xiu-xue-xiao 九原区教师进修学校
jiu-yuan-qu-xing-zheng-xue-yuan 九原区行政学院
jiu-zhou-da-xue 九州大学
ju-nan-xian-wei-dang-xiao 莒南县委党校
ju-xian-xian-wei-dang-xiao 莒县县委党校
ju-xian-xian-wei-lao-gan-bu-dang-xiao 莒县县委老干部党校
ju-ye-xian-wei-dang-xiao 巨野县委党校
juan-cheng-xian-wei-dang-xiao 鄄城县委党校
jun-lian-xian-wei-dang-xiao 筠连县委党校
ka-shi-jiao-yu-xue-yuan 喀什教育学院
ka-shi-shi-fan-xue-yuan 喀什师范学院
ka-shi-shi-wei-dang-xiao 喀什市委党校
ka-shi-shi-xing-zheng-xue-xiao 喀什市行政学校
ka-zuo-xian-wei-dang-xiao 喀左县委党校
kai-fa-qu-lao-nian-da-xue 开发区老年大学
kai-feng-da-xue 开封大学
kai-feng-ji-shi-xue-yuan 开封技师学院
kai-feng-shi-guang-bo-dian-shi-da-xue 开封市广播电视大学
kai-feng-shi-jin-ming-qu-wei-dang-xiao 开封市金明区委党校
kai-feng-shi-wei-dang-xiao 开封市委党校
kai-luan-dang-xiao 开滦党校
kai-ping-shi-wei-lun-guang-bo-dian-shi-da-xue 开平市伟伦广播电视大学
kai-ping-shi-xing-zheng-xue-xiao 开平市行政学校
kan-shan-zhen-wei-dang-xiao 坎山镇委党校
kang-ding-xian-wei-dang-xiao 康定县委党校
kang-jian-jie-dao-lao-nian-xue-xiao 康健街道老年学校
kang-pei-yan-xiu-xue-yuan 康培研修学院
kang-ping-xian-xing-zheng-gan-bu-xue-xiao 康平县行政干部学校
kang-qiao-zhen-lao-nian-xue-xiao 康桥镇老年学校
ke-di-hua-yi-xue-zhuan-xiu-xue-yuan 柯棣华医学专修学院
ke-er-qin-qu-wei-dang-xiao 科尔沁区委党校
ke-er-qin-you-yi-qian-qi-wei-dang-xiao 科尔沁右翼前旗委党校
ke-er-qin-zuo-yi-hou-qi-wei-dang-xiao 科尔沁左翼后旗委党校
ke-ji-da-xue 科技大学
ke-ji-gan-bu-jin-xiu-xue-yuan 科技干部进修学院
ke-ji-jin-xiu-xue-yuan 科技进修学院
ke-ji-zhi-ye-ji-shu-xue-yuan 科技职业技术学院
ke-la-ma-yi-dian-da 克拉玛依电大
ke-la-ma-yi-shi-wei-dang-xiao 克拉玛依市委党校
ke-la-ma-yi-xing-zheng-xue-yuan 克拉玛依行政学院
ke-la-ma-yi-zhi-ye-ji-shu-xue-yuan 克拉玛依职业技术学院
ke-li-hua-yi-xue-yuan 柯隶华医学院
ke-qi-wei-dang-xiao 克旗委党校
ke-shan-xian-dang-xiao 克山县党校
ke-you-zhong-qi-wei-dang-xiao 科右中旗委党校
ke-you-zhong-qi-wu-qi-da-xue 科右中旗五七大学
ke-you-zhong-qi-xing-zheng-xue-xiao 科右中旗行政学校
ke-zhou-dang-xiao 克州党校
ken-li-xian-wei-dang-xiao 垦利县委党校
kong-jiang-jie-dao-lao-nian-xue-xiao 控江街道老年学校
ku-er-le-shi-wei-dang-xiao 库尔勒市委党校
ku-lun-qi-wu-qi-da-xue 库伦旗五七大学
kuai-ji-zhuan-xiu-xue-yuan 会计专修学院
kuan-cheng-man-zu-zi-zhi-xian-wei-dang-xiao 宽城满族自治县委党校
kuang-shan-da-xue 矿山大学
kuang-wu-ju-gong-ren-da-xue 矿务局工人大学
kui-tun-shi-dian-da 奎屯市电大
kui-wen-qu-wei-dang-xiao 奎文区委党校
kun-du-lun-qu-xing-zheng-gan-bu-xue-yuan 昆都仑区行政干部学院
kun-ming-da-xue 昆明大学
kun-ming-gong-ye-zhi-ye-ji-shu-xue-yuan 昆明工业职业技术学院
kun-ming-guang-bo-dian-shi-da-xue 昆明广播电视大学
kun-ming-ke-ji-jin-xiu-xue-yuan 昆明科技进修学院
kun-ming-li-gong-da-xue 昆明理工大学
kun-ming-shi-guan-du-qu-wei-dang-xiao 昆明市官渡区委党校
kun-ming-shi-pan-long-qu-xing-zheng-xue-xiao 昆明市盘龙区行政学校
kun-ming-shi-wu-hua-qu-wei-dang-xiao 昆明市五华区委党校
kun-ming-shi-xing-zheng-xue-yuan 昆明市行政学院
kun-ming-tie-lu-ju-dang-xiao 昆明铁路局党校
kun-ming-wu-liu-yu-jiao-tong-xue-yuan 昆明物流与交通学院
